int1,int2,int3,int4,int5,target_sum,subset_exists
30,18,2,8,14,46,1
8,3,4,12,1,3,1
6,22,25,16,25,44,1
28,4,25,18,2,39,0
17,2,15,17,13,2,1
4,15,23,13,1,26,0
10,4,30,5,30,8,0
11,28,4,12,24,71,0
26,2,2,4,18,23,0
13,20,26,14,7,71,0
6,7,15,18,5,7,1
16,9,21,30,7,39,1
26,7,22,6,27,67,0
20,5,18,8,7,37,0
16,29,24,28,16,38,0
22,2,2,23,5,39,0
18,8,26,29,13,16,0
22,5,9,24,11,63,0
29,14,19,23,7,38,0
14,1,14,27,4,8,0
23,12,1,20,23,13,1
16,9,1,16,9,23,0
26,23,24,26,6,79,1
5,25,10,20,28,48,1
28,9,14,26,21,11,0
13,24,9,19,23,16,0
29,16,11,21,26,71,1
24,3,1,19,11,27,1
24,21,23,2,17,5,0
26,9,3,15,19,63,1
1,10,17,16,19,17,1
9,29,4,13,26,33,1
19,8,30,25,2,19,1
11,14,21,13,30,12,0
12,8,15,5,22,50,1
23,5,17,29,25,52,1
24,4,26,11,23,33,0
13,22,4,2,4,8,1
22,6,25,29,8,50,0
6,10,22,16,29,23,0
4,19,6,9,15,50,0
2,9,20,28,5,9,1
5,29,7,20,15,70,0
8,21,12,16,26,38,1
16,8,27,16,24,32,1
5,11,15,13,16,11,1
29,7,15,19,14,37,0
17,25,19,10,11,70,0
2,24,15,2,2,17,1
7,9,22,26,23,44,0
25,6,18,3,24,67,1
28,26,9,9,21,56,1
15,28,5,28,14,89,0
24,30,3,1,1,37,0
18,14,6,6,26,27,0
12,23,11,19,25,85,0
2,26,18,21,28,63,0
2,6,6,28,12,28,1
4,2,7,23,1,19,0
5,23,8,14,1,30,0
28,26,10,23,14,78,1
25,8,10,8,17,30,0
30,1,20,17,1,27,0
29,12,11,1,15,2,0
19,30,15,24,25,32,0
19,9,20,26,12,55,1
14,20,4,12,2,48,1
18,17,19,8,18,59,0
10,23,19,9,30,8,0
29,16,25,21,30,11,0
21,4,26,22,15,43,1
8,28,27,3,11,58,1
6,7,13,18,3,1,0
17,14,24,21,20,35,1
2,30,21,25,25,63,0
16,4,24,30,16,59,0
5,12,28,27,23,73,0
4,30,2,21,14,39,1
12,28,1,18,19,21,0
21,24,26,19,4,61,0
22,22,6,21,9,50,1
8,11,2,2,17,16,0
12,16,22,17,25,50,1
1,12,9,4,19,29,1
21,13,15,11,23,19,0
6,1,18,29,11,56,0
1,8,12,2,11,30,0
25,24,17,20,5,7,0
23,25,22,3,16,84,0
5,8,24,13,27,59,1
19,10,16,14,22,2,0
15,21,2,22,11,10,0
30,20,26,20,14,69,0
10,26,12,27,22,40,0
1,26,17,16,2,47,0
6,10,10,12,27,63,0
2,16,13,16,14,44,0
22,25,13,24,28,6,0
7,1,15,2,11,5,0
21,15,27,17,8,46,1
8,9,28,25,5,26,0
16,30,22,26,27,91,1
3,16,15,2,15,28,0
12,7,15,21,18,53,0
18,1,7,24,17,64,0
19,19,23,21,29,7,0
14,22,4,16,26,70,0
27,18,5,17,25,53,0
10,4,7,24,21,16,0
7,21,3,20,17,22,0
12,24,28,12,23,87,1
24,11,17,8,12,61,1
18,2,4,7,7,28,0
21,19,30,29,19,22,0
7,1,30,18,4,39,0
20,26,6,6,2,40,1
17,8,6,3,1,3,1
27,18,7,5,26,19,0
30,8,30,24,8,49,0
22,14,28,22,8,64,1
16,10,17,24,18,12,0
27,6,19,13,9,55,1
21,2,13,19,30,74,0
14,29,23,18,27,66,1
8,12,16,24,23,73,0
16,24,29,18,15,3,0
12,16,5,18,15,63,0
22,8,24,9,6,54,1
3,24,12,5,5,48,0
14,13,11,14,14,2,0
8,25,16,2,16,34,1
8,8,9,20,4,23,0
28,28,20,20,18,108,0
22,2,12,30,22,1,0
8,7,10,6,20,41,1
23,6,23,26,30,17,0
20,21,17,25,26,59,0
23,1,23,2,1,34,0
18,6,14,13,2,51,1
11,18,30,29,20,53,0
9,23,11,16,4,7,0
19,13,26,7,24,62,0
21,28,21,16,1,40,0
7,6,3,7,6,10,1
7,4,23,12,22,16,1
19,28,20,19,17,15,0
25,8,5,21,2,17,0
24,13,26,10,6,70,0
30,1,1,22,30,71,0
23,11,29,27,26,42,0
21,23,19,7,10,28,1
15,12,18,13,7,37,1
12,27,3,20,27,54,1
30,28,26,17,27,54,1
10,13,15,22,2,13,1
3,18,5,6,18,40,0
20,21,12,18,28,67,1
25,11,11,9,18,71,0
24,24,11,13,12,8,0
12,6,21,11,19,47,0
19,23,27,25,27,2,0
16,2,27,28,9,48,0
27,1,15,8,15,36,1
14,22,23,4,29,80,0
5,8,9,6,17,33,0
16,25,18,25,9,13,0
15,12,1,14,16,36,0
11,9,20,20,11,67,0
26,21,3,22,18,33,0
1,22,24,1,4,16,0
22,15,6,19,16,78,1
5,27,4,5,3,6,0
3,8,9,26,1,33,0
16,14,12,20,24,11,0
28,19,29,23,28,76,1
18,5,19,13,17,9,0
13,17,28,27,23,76,0
15,10,17,21,1,48,1
27,21,13,11,15,31,0
7,29,29,14,30,11,0
15,26,18,18,5,51,1
26,7,1,29,15,75,0
2,22,11,26,19,53,0
17,25,29,25,8,58,1
13,30,16,25,27,81,1
6,30,21,16,28,96,0
4,3,13,15,22,5,0
20,26,4,2,26,17,0
6,2,15,18,8,30,0
4,3,30,30,2,42,0
15,28,12,29,29,105,0
29,21,9,12,26,93,0
1,7,12,14,5,18,1
9,15,11,9,29,48,0
8,28,5,3,21,13,1
9,4,26,26,4,50,0
6,16,2,27,16,67,1
6,2,12,29,3,10,0
4,28,18,21,26,14,0
4,4,6,1,22,36,1
27,1,2,12,22,23,1
29,8,11,12,29,37,1
20,1,7,26,19,3,0
12,12,28,1,6,50,0
10,11,10,28,10,57,0
18,28,19,2,11,14,0
5,2,1,17,5,1,1
18,23,25,22,5,62,0
9,9,27,6,26,57,0
26,13,22,28,25,78,0
15,21,27,10,25,15,1
19,25,5,10,4,27,0
20,6,16,2,14,42,1
11,14,3,27,29,64,0
24,15,5,21,6,12,0
25,26,8,6,15,42,0
27,2,1,20,19,21,1
14,24,19,23,18,90,0
18,11,20,25,3,57,1
20,3,27,12,10,31,0
13,4,3,27,2,21,0
4,8,12,24,10,18,1
22,28,22,4,20,33,0
12,24,17,26,17,89,0
7,24,21,8,7,37,0
11,27,9,2,19,27,1
14,8,21,19,4,15,0
23,22,28,22,20,12,0
4,28,10,13,3,7,1
2,11,11,21,11,13,1
9,7,6,13,11,31,1
27,1,21,15,26,41,1
17,9,20,20,25,29,1
23,30,24,21,15,109,0
21,7,30,30,28,15,0
14,5,3,24,25,5,1
2,11,16,16,15,39,0
15,11,7,28,8,54,1
28,2,4,24,21,31,0
15,2,27,28,30,72,1
9,15,5,18,9,13,0
22,27,18,6,8,41,1
29,2,1,25,21,51,1
28,17,15,21,21,4,0
21,16,2,23,30,7,0
5,28,7,23,27,86,0
4,19,12,22,19,38,1
30,3,8,3,21,35,1
23,4,27,20,9,44,0
8,24,20,4,3,2,0
10,6,25,20,28,5,0
22,3,20,13,10,53,0
26,16,26,6,9,16,1
8,28,4,21,29,7,0
16,21,18,7,3,6,0
6,9,1,22,7,26,0
11,26,10,30,1,65,0
6,4,4,3,26,39,1
28,6,18,19,18,23,0
21,14,12,14,24,55,0
10,17,10,3,14,35,0
15,26,6,24,11,29,0
22,26,2,23,9,78,0
23,30,27,15,8,51,0
30,22,24,9,1,34,1
9,26,22,18,28,98,0
18,30,28,17,13,103,0
5,28,1,30,1,7,1
9,17,30,4,28,60,1
25,16,15,4,8,20,1
17,26,2,24,28,85,0
18,1,3,14,22,30,0
4,15,4,23,14,40,0
7,16,29,26,25,87,1
15,13,26,23,22,90,0
30,27,3,7,8,38,1
26,7,4,9,22,59,1
1,8,8,1,3,17,1
8,8,7,13,4,23,1
25,11,10,30,20,50,1
12,9,23,16,3,12,1
25,16,23,18,26,59,1
25,14,21,24,22,26,0
10,13,20,20,3,2,0
12,29,14,22,30,34,1
29,2,13,13,29,10,0
14,17,10,5,13,39,0
20,18,21,10,8,5,0
6,23,14,22,2,67,1
16,23,26,9,9,37,0
18,11,25,25,1,44,1
27,9,26,13,3,1,0
21,6,22,9,6,2,0
21,27,15,13,5,5,1
2,15,29,14,6,47,0
29,4,7,7,12,41,1
14,20,5,5,11,5,1
2,22,21,4,18,41,1
15,12,12,22,23,49,1
15,26,15,19,19,61,0
30,12,8,23,8,67,0
5,8,17,14,28,52,0
11,27,17,18,7,71,0
30,13,30,13,30,46,0
4,26,30,30,27,92,0
24,9,22,15,11,70,1
19,9,6,20,4,39,1
5,2,25,8,28,25,1
17,19,6,7,19,28,0
10,29,15,27,27,94,0
4,12,7,25,24,31,1
27,13,3,18,3,2,0
4,11,25,1,12,17,1
14,21,17,11,25,52,1
18,18,18,27,30,51,0
16,24,24,10,4,17,0
10,16,14,8,9,38,1
13,2,28,1,6,12,0
11,24,14,28,7,19,0
16,2,6,4,7,9,1
25,19,19,25,23,31,0
11,25,22,14,7,74,0
2,9,8,22,3,21,0
25,5,8,14,27,75,0
16,19,9,24,20,31,0
5,20,11,29,13,21,0
22,29,27,20,18,81,0
24,10,13,26,10,36,1
20,1,20,8,5,16,0
11,19,11,26,27,69,0
21,30,9,14,1,34,0
10,28,23,6,28,28,1
3,13,7,8,22,36,0
4,19,5,2,24,19,1
30,18,1,1,8,4,0
12,26,15,22,8,67,0
24,1,4,19,11,6,0
20,9,11,10,12,44,0
11,2,30,29,5,31,1
28,10,4,27,23,38,1
1,24,12,30,25,8,0
7,18,2,18,22,14,0
2,17,3,2,1,8,1
30,28,29,28,12,52,0
2,15,8,9,30,10,1
20,8,26,8,10,39,0
8,20,30,21,4,8,1
15,13,30,24,20,71,0
18,8,5,24,17,66,0
10,24,1,26,25,24,1
20,10,24,3,8,50,0
20,21,24,28,30,112,0
9,16,7,22,10,30,0
9,14,1,24,22,21,0
1,22,9,13,25,20,0
22,7,14,23,6,35,1
21,29,29,1,7,4,0
19,12,16,8,12,30,0
25,11,13,11,8,44,1
3,15,10,26,21,35,0
26,19,12,21,14,40,1
12,9,4,6,29,15,1
8,21,19,16,20,20,1
22,16,23,24,8,78,0
23,12,6,14,12,36,0
30,5,25,23,15,36,0
4,4,11,19,11,44,0
28,29,4,16,22,15,0
25,27,22,12,6,61,1
25,1,20,17,18,2,0
18,15,30,28,28,43,1
14,24,24,28,12,7,0
22,19,9,30,2,17,0
13,25,19,24,3,31,0
14,3,19,16,13,9,0
26,6,11,29,13,76,0
1,5,3,28,17,49,1
5,11,10,11,22,30,0
2,15,4,10,30,24,0
27,22,27,12,10,89,0
20,28,13,9,24,23,0
20,19,8,2,27,12,0
23,16,8,10,25,65,0
10,6,9,26,3,9,1
25,11,9,10,2,47,1
20,20,4,11,1,22,0
24,23,18,28,21,71,0
13,20,6,19,18,49,0
14,15,4,9,28,17,0
13,30,23,19,2,8,0
15,21,2,26,17,31,0
5,17,21,6,3,29,1
19,17,20,22,13,71,1
26,16,16,18,20,77,0
15,14,24,24,19,31,0
23,6,29,29,15,49,0
14,2,12,22,15,12,1
16,25,24,25,26,103,0
3,21,17,10,7,42,0
17,9,21,3,22,26,1
26,25,1,23,13,49,1
3,24,1,11,5,6,1
25,4,26,11,1,7,0
19,7,11,10,16,50,0
16,6,28,17,19,76,0
13,19,14,4,4,2,0
26,13,27,27,7,5,0
30,1,13,26,17,54,0
10,6,8,13,6,33,1
2,6,23,14,5,41,0
6,6,11,7,10,21,1
19,18,3,27,26,66,1
13,2,24,28,3,57,1
24,26,6,13,5,32,1
27,20,8,6,19,30,0
3,7,12,4,7,23,1
8,6,1,17,5,19,1
10,11,2,20,1,16,0
5,6,26,1,24,56,1
12,2,5,18,19,16,0
15,9,21,2,24,32,1
7,2,27,17,22,24,1
4,30,19,3,21,17,0
21,3,6,7,25,27,1
18,17,2,5,8,32,1
22,24,24,25,2,53,0
16,12,8,18,4,22,1
7,4,8,26,1,31,1
14,14,18,21,8,18,1
2,30,28,16,9,68,0
10,18,24,9,27,25,0
1,18,26,7,30,58,0
11,12,23,17,19,56,0
26,11,26,28,21,98,0
26,11,27,20,4,12,0
2,6,15,3,29,42,0
24,17,12,15,28,46,0
24,26,20,24,18,28,0
20,20,13,3,9,49,1
3,23,13,9,15,52,0
21,16,14,7,30,46,1
4,20,22,7,13,4,1
24,21,25,25,10,69,0
4,28,7,19,17,49,1
11,28,9,17,5,59,1
21,7,7,21,13,1,0
21,27,20,21,22,68,1
15,20,15,21,22,74,0
21,14,24,28,7,46,0
18,17,27,20,13,91,0
9,10,17,29,14,26,1
5,18,21,14,16,36,0
23,5,20,22,27,75,1
5,24,13,10,15,65,0
24,14,18,19,23,8,0
9,15,20,17,22,66,1
18,4,11,30,21,21,1
6,29,25,7,24,8,0
11,28,26,9,26,100,1
22,11,8,6,16,31,0
11,24,16,11,1,29,0
15,30,24,4,6,20,0
27,24,19,30,24,60,0
8,26,21,25,7,25,1
7,12,14,22,24,36,1
16,4,15,1,12,4,1
18,25,24,23,18,56,0
23,1,22,11,21,76,0
10,11,23,10,15,65,0
13,30,3,5,1,22,1
12,29,11,7,11,57,0
16,13,13,9,7,12,0
24,15,2,17,8,12,0
7,10,24,1,17,53,0
19,11,19,17,26,10,0
30,9,13,5,9,19,0
19,3,6,22,11,6,1
11,4,19,29,8,26,0
3,19,25,13,18,26,0
29,28,22,3,2,64,0
11,28,30,5,27,52,0
19,5,2,29,2,33,1
27,4,10,23,29,51,0
30,5,25,20,18,69,0
1,24,4,26,29,42,0
22,10,18,20,22,52,1
28,11,29,15,30,62,0
24,7,14,27,23,88,1
3,6,9,15,5,33,1
14,13,12,30,2,24,0
15,26,4,21,12,5,0
6,5,11,16,9,44,0
23,3,26,3,19,64,0
24,7,8,24,8,30,0
14,27,26,23,28,110,0
21,1,4,21,10,53,1
8,21,24,16,10,9,0
26,23,15,30,15,79,1
27,21,13,6,24,59,0
17,5,9,3,12,22,1
26,3,19,23,3,66,0
8,10,7,26,3,18,1
25,19,6,15,30,38,0
17,1,23,23,7,20,0
10,30,20,1,1,58,0
19,24,8,18,5,48,1
29,17,18,15,27,24,0
9,30,5,5,20,12,0
4,2,21,5,21,1,0
20,1,3,27,19,60,0
15,30,25,3,3,18,1
22,2,2,16,30,55,0
30,10,30,3,25,57,0
22,27,15,10,7,3,0
26,26,23,27,7,44,0
29,30,12,24,28,80,0
28,25,24,13,14,31,0
17,7,9,18,15,55,0
20,18,16,17,16,13,0
7,9,20,20,2,1,0
28,11,7,25,28,79,0
21,23,8,23,7,62,0
9,9,11,30,30,22,0
23,7,30,29,29,11,0
13,21,30,10,15,76,1
6,17,15,18,9,29,0
30,6,13,20,30,22,0
14,23,6,27,9,13,0
21,24,8,23,16,42,0
8,9,18,1,1,21,0
30,29,8,3,4,59,1
4,10,16,20,16,13,0
20,19,15,25,5,18,0
14,5,25,1,16,43,0
13,26,7,30,12,47,0
18,17,16,16,7,23,1
6,12,27,21,25,71,0
18,15,22,12,24,49,1
24,8,22,29,10,75,1
6,22,24,20,20,86,1
27,7,10,9,17,28,0
10,16,10,26,27,53,1
19,26,2,25,14,34,0
30,24,26,1,8,71,0
30,27,20,20,13,60,1
20,13,18,28,8,23,0
4,28,8,3,24,58,0
2,28,10,4,4,2,1
2,8,3,11,21,23,1
7,7,23,19,16,45,0
18,18,24,29,29,101,0
22,13,12,28,27,65,0
25,17,8,10,16,11,0
15,30,12,27,29,17,0
23,16,10,17,1,2,0
10,28,1,22,10,15,0
3,30,22,25,10,13,1
11,26,1,30,20,28,0
3,23,17,13,15,27,0
12,30,22,27,3,19,0
17,10,6,25,18,31,1
19,17,2,27,2,16,0
11,4,9,16,22,32,0
28,21,2,18,10,69,1
1,15,26,3,21,55,0
9,6,1,30,14,57,0
19,6,4,9,15,16,0
19,20,10,4,26,52,0
23,15,15,26,17,50,0
7,22,10,25,25,19,0
27,22,30,8,15,89,0
17,29,1,3,1,5,1
27,10,14,15,30,11,0
18,18,3,1,29,37,1
19,6,4,15,6,39,0
26,25,18,26,9,26,1
6,26,4,12,14,45,0
6,26,17,1,22,15,0
21,27,23,8,8,35,1
13,16,1,23,2,17,1
18,11,20,20,21,10,0
20,29,7,14,20,90,1
12,18,29,3,16,17,0
1,25,29,28,19,97,0
25,13,4,8,26,31,0
2,19,2,24,15,28,1
12,8,22,20,15,8,1
3,22,20,6,18,36,0
9,9,3,3,30,21,1
12,10,4,26,12,64,1
24,17,19,29,24,21,0
9,3,7,25,21,14,0
6,27,10,9,8,51,1
13,8,28,26,30,47,1
17,13,8,2,20,54,0
12,21,30,3,4,30,1
2,15,24,25,27,17,1
17,6,8,26,10,17,1
2,24,15,13,24,55,0
9,21,16,23,24,77,1
14,24,3,18,10,64,0
8,19,20,8,18,25,0
21,28,21,1,30,28,1
4,9,10,6,9,16,1
13,25,23,27,26,53,1
25,21,6,14,3,61,0
22,11,13,21,20,22,1
25,17,25,14,6,13,0
23,28,2,8,8,62,0
22,26,18,8,17,32,0
26,18,30,4,14,63,0
7,18,28,26,12,57,0
20,27,6,30,27,80,1
9,24,10,20,19,46,0
12,1,25,19,25,78,0
25,29,26,29,26,44,0
9,16,23,19,16,13,0
13,20,4,23,28,40,1
8,14,30,29,12,47,0
25,1,23,30,5,41,0
20,10,21,2,9,30,1
6,8,12,17,14,17,1
13,2,20,10,21,45,1
26,13,11,20,2,41,1
19,12,13,21,25,60,0
19,1,3,17,21,52,0
16,1,28,13,28,14,1
1,26,14,26,23,54,0
17,4,16,16,28,48,1
25,3,27,3,20,39,0
30,11,10,29,12,72,0
12,2,11,13,12,23,1
14,14,14,8,2,51,0
2,11,2,17,20,37,1
12,26,27,7,27,70,0
3,18,2,27,15,22,0
3,22,11,10,22,46,1
25,18,17,16,7,57,0
9,20,8,6,10,45,1
23,13,11,28,14,77,0
10,26,15,27,11,41,1
21,12,22,25,11,10,0
4,8,18,22,7,54,0
27,8,21,17,4,49,0
29,16,4,12,21,8,0
17,4,23,25,25,94,1
21,6,20,26,15,5,0
26,13,8,13,4,42,0
14,6,25,3,11,56,1
12,1,21,3,1,22,1
25,21,9,29,6,58,0
15,26,11,24,28,84,0
19,4,17,28,20,73,0
14,28,25,4,8,56,0
25,5,17,30,27,27,1
30,16,30,13,6,24,0
27,24,17,5,28,100,0
17,17,26,4,10,68,0
19,11,2,5,1,11,1
16,17,2,1,11,1,1
11,6,12,10,23,3,0
9,20,16,7,23,70,0
25,23,25,16,9,81,0
24,8,25,3,20,52,1
8,6,21,23,1,58,1
29,28,16,25,9,57,1
11,2,25,14,28,39,1
20,11,11,3,10,15,0
25,1,15,1,24,53,0
3,19,22,29,23,42,1
9,2,16,4,29,12,0
21,30,9,7,6,28,1
25,30,14,5,20,84,0
10,19,4,22,6,29,1
9,4,1,27,22,32,1
26,23,19,14,13,61,0
9,5,11,11,8,42,0
24,25,19,17,12,67,0
15,14,4,26,25,23,0
22,22,9,18,29,100,1
21,21,27,27,7,18,0
26,23,7,12,19,55,0
30,28,25,26,6,65,0
24,17,3,20,9,58,0
6,20,28,17,24,44,1
1,5,19,27,8,49,0
30,12,30,24,17,63,0
28,26,27,14,3,94,0
10,6,14,16,15,51,1
2,6,8,30,7,8,1
7,10,1,18,17,8,1
17,8,29,1,12,58,1
13,18,28,10,27,81,0
2,28,27,24,16,74,0
21,22,9,22,16,58,0
20,9,30,24,23,19,0
23,22,25,22,4,42,0
6,4,19,29,1,8,0
13,1,29,20,23,1,1
17,23,23,9,27,89,0
17,5,14,29,9,53,0
25,23,7,27,11,48,1
30,7,23,12,2,21,1
17,24,22,23,15,49,0
17,19,11,14,14,31,1
8,25,7,10,26,26,1
18,8,24,24,15,41,1
13,7,11,21,24,43,0
14,13,2,18,3,4,0
14,20,8,19,15,26,0
12,10,13,23,23,79,0
9,9,27,1,19,39,0
27,10,5,8,23,50,1
17,2,5,23,5,10,1
9,19,28,3,9,32,0
21,20,13,13,18,42,0
21,9,29,13,24,73,0
14,12,14,11,27,12,1
2,4,25,15,14,38,0
5,23,25,7,25,62,1
17,10,21,15,1,56,0
25,1,1,23,29,67,0
14,6,19,18,17,3,0
15,24,30,5,30,95,0
25,8,16,29,22,7,0
6,1,23,24,21,27,1
28,7,23,17,15,46,0
23,3,5,4,22,26,1
3,20,14,24,11,70,0
23,3,25,29,15,62,0
27,15,17,20,24,50,0
17,21,11,9,16,39,0
19,15,21,15,27,10,0
23,23,9,23,27,61,0
29,9,28,26,21,54,1
28,2,9,29,27,61,0
4,24,10,28,30,90,0
17,11,13,7,1,15,0
30,7,11,22,29,82,0
14,8,20,26,30,55,0
7,20,16,16,8,38,0
8,24,7,23,25,36,0
23,1,12,28,21,18,0
7,12,17,7,8,38,0
16,22,3,12,27,40,0
12,29,13,3,13,18,0
29,1,15,19,24,27,0
14,26,6,22,29,94,0
27,1,21,7,13,16,0
25,3,15,9,14,31,0
17,1,15,21,4,31,0
7,21,15,6,12,24,0
25,20,11,12,24,62,0
15,7,20,14,17,13,0
21,15,4,11,8,53,0
3,16,15,5,28,18,1
8,24,13,8,7,12,0
23,30,6,22,19,75,1
8,22,10,19,28,9,0
18,1,30,11,3,38,0
4,30,10,13,30,66,0
16,29,29,7,26,41,0
22,7,30,17,6,41,0
13,29,2,25,7,33,0
5,23,5,9,12,4,0
28,8,27,21,26,19,0
12,11,13,6,7,10,0
5,30,19,28,24,17,0
18,18,11,17,18,50,0
5,7,8,13,15,3,0
3,17,24,28,7,18,0
24,20,23,9,20,67,1
10,18,27,9,16,52,1
23,3,27,23,13,71,0
9,16,17,16,21,66,0
9,28,8,9,13,21,1
17,15,13,4,5,52,0
17,24,10,16,2,16,1
6,18,24,13,19,63,0
23,7,11,11,6,9,0
18,26,20,14,19,22,0
29,4,27,15,3,63,1
22,9,18,4,1,32,1
21,17,13,18,21,24,0
30,29,3,26,18,76,1
14,21,23,4,29,49,0
23,5,20,17,6,52,0
1,22,20,4,23,56,0
17,26,27,23,26,98,0
26,10,29,30,12,71,1
22,27,14,29,11,51,1
7,30,25,27,18,12,0
4,26,24,6,18,2,0
26,28,2,8,21,41,0
9,23,7,13,7,52,1
28,16,10,11,4,44,1
11,3,16,8,14,20,0
14,4,28,30,8,17,0
4,2,19,28,25,5,0
24,5,19,9,28,64,0
10,15,9,9,21,57,0
22,30,23,26,16,52,1
24,3,6,19,24,25,1
8,16,5,1,17,12,0
16,16,7,8,10,22,0
21,2,28,7,27,19,0
16,10,20,9,29,7,0
5,15,12,22,8,44,0
1,22,20,8,2,36,0
18,13,9,3,22,50,0
21,10,26,14,5,1,0
11,2,15,20,3,8,0
28,22,30,21,6,16,0
24,11,1,16,12,58,0
9,19,27,27,18,73,1
16,20,2,6,25,69,1
11,22,10,13,4,28,1
1,12,9,20,8,42,1
11,4,10,3,28,35,1
16,24,6,18,2,28,0
23,27,15,21,26,108,0
16,9,15,27,5,19,0
2,11,25,5,24,48,0
28,19,8,10,12,3,0
7,24,29,15,30,76,1
13,5,5,3,8,13,1
5,10,6,24,24,42,0
9,9,13,11,26,60,0
7,30,14,11,30,92,1
30,24,25,17,7,44,0
5,7,21,6,8,40,1
3,11,11,28,30,74,0
3,7,28,16,15,29,0
13,19,18,28,22,11,0
30,4,23,19,23,51,0
12,2,2,4,6,14,1
3,16,6,22,30,40,0
2,17,18,27,28,69,0
30,23,23,21,6,20,0
4,22,23,23,6,36,0
10,18,23,29,23,91,0
1,28,13,17,21,69,0
21,12,4,4,11,49,0
11,17,29,19,17,4,0
24,29,6,23,23,85,0
21,16,13,15,23,22,0
14,20,25,28,30,22,0
24,1,26,18,5,74,1
2,24,9,14,10,23,1
12,17,10,20,28,56,0
11,2,23,29,21,82,0
17,28,20,10,29,7,0
15,30,5,4,1,31,1
24,16,30,19,24,5,0
28,28,15,21,24,18,0
5,30,18,3,4,28,0
25,2,7,23,24,46,0
19,29,25,18,2,20,1
22,6,27,11,1,24,0
23,27,16,18,3,31,0
15,30,15,16,26,87,1
16,11,3,21,22,50,0
17,1,17,13,25,15,0
13,3,22,1,15,31,1
29,3,7,18,13,60,1
14,6,28,17,8,21,0
19,24,8,13,17,19,1
25,28,13,30,3,38,1
10,24,2,22,23,13,0
18,20,15,21,18,54,1
23,7,19,14,11,67,1
21,18,6,25,22,3,0
5,18,10,25,23,23,1
20,16,25,3,11,50,1
19,16,2,19,13,31,1
18,4,8,29,8,50,0
9,21,25,25,13,40,0
2,14,16,30,18,68,0
7,4,8,26,12,50,1
20,28,22,18,8,13,0
18,30,27,12,30,36,0
19,6,13,6,9,35,0
1,4,20,25,9,49,1
8,3,7,26,21,36,1
22,20,26,8,12,33,0
9,6,19,21,3,29,0
10,12,11,3,21,54,1
22,23,29,6,20,12,0
6,4,3,24,26,26,1
21,17,1,24,16,37,1
18,4,16,12,24,46,1
17,16,21,30,17,81,0
1,27,7,20,29,4,0
15,11,7,5,29,65,0
5,3,3,23,27,42,0
25,20,11,10,8,36,1
20,9,28,26,10,21,0
2,24,24,12,26,76,1
1,19,8,5,21,7,0
21,8,28,19,14,66,0
27,23,21,21,3,28,0
6,2,20,26,25,17,0
27,1,10,28,9,37,1
26,19,30,30,23,5,0
23,24,4,1,11,8,0
26,4,11,27,28,7,0
2,12,15,17,24,21,0
15,8,23,23,15,70,0
29,24,17,20,18,107,0
18,24,13,2,22,41,0
25,30,25,13,6,30,1
15,10,23,4,25,29,1
9,24,3,4,17,38,0
8,20,9,28,23,25,0
15,13,2,22,16,25,0
11,11,16,13,7,32,0
11,20,1,15,22,37,1
27,24,22,9,17,21,0
19,27,3,30,7,8,0
18,27,4,5,10,56,0
9,9,5,19,26,25,0
29,28,22,8,3,81,0
29,8,27,3,30,56,1
3,3,29,15,16,62,0
27,22,18,4,17,34,0
27,11,16,10,21,36,0
19,18,15,21,13,36,1
10,6,7,11,6,3,0
17,13,23,24,24,93,0
2,13,30,13,9,53,0
5,26,21,18,21,69,0
11,2,11,30,3,44,1
6,15,1,10,27,52,1
23,25,24,21,10,46,1
15,23,23,20,15,61,1
9,19,2,8,19,48,1
20,6,14,17,5,20,1
20,3,12,2,16,10,0
19,28,29,9,5,80,0
4,11,11,16,1,6,0
7,26,23,1,9,64,0
15,4,2,24,1,27,1
29,14,4,17,9,52,1
17,15,29,10,28,66,0
28,8,26,3,18,68,0
30,12,24,12,11,3,0
9,28,27,1,27,78,0
24,24,16,16,18,59,0
26,14,3,11,26,64,0
26,7,7,18,3,24,0
13,18,28,28,14,30,0
18,8,28,3,7,52,0
23,23,10,26,21,47,1
28,1,8,26,29,11,0
23,20,8,21,24,40,0
6,6,20,23,8,62,0
7,22,14,20,8,65,0
30,15,26,20,2,26,1
11,13,25,4,30,60,0
21,1,24,18,9,5,0
2,12,12,21,17,26,1
8,30,1,7,5,30,1
21,18,2,6,28,58,0
20,17,12,12,6,22,0
14,21,29,24,24,75,0
2,19,30,6,14,68,0
23,25,25,22,15,11,0
24,26,5,14,11,33,0
18,10,24,29,29,103,0
13,27,28,26,24,14,0
23,13,25,23,14,49,0
17,11,9,23,15,7,0
17,22,24,8,3,15,0
24,8,21,21,23,85,0
29,2,17,24,26,8,0
12,24,24,13,7,67,1
12,29,19,14,25,92,0
11,24,28,6,15,49,1
7,27,26,4,24,80,0
2,15,1,14,21,20,0
4,8,28,25,17,40,1
7,17,26,26,4,43,1
16,11,16,16,8,14,0
28,14,7,10,19,71,1
27,19,8,24,30,12,0
4,24,30,25,22,48,0
16,8,23,8,26,81,1
4,30,29,11,20,49,1
15,13,9,24,1,12,0
8,7,5,9,7,15,1
5,2,4,29,30,68,1
16,29,29,21,25,98,0
30,1,7,30,1,1,1
6,26,18,21,28,9,0
22,6,9,19,14,36,1
25,14,24,9,3,27,1
23,8,17,29,11,82,0
6,1,18,18,23,65,1
